ticker,series,date,value
SDN,Down Var (SDN),2019-03-25,12.3198
SDN,Down Var (SDN),2019-03-26,11.9825
SDN,Down Var (SDN),2019-03-27,12.6492
SDN,Down Var (SDN),2019-03-28,12.7463
SDN,Down Var (SDN),2019-03-29,11.7002
SDN,Down Var (SDN),2019-04-01,11.4706
SDN,Down Var (SDN),2019-04-02,11.6842
SDN,Down Var (SDN),2019-04-03,11.4583
SDN,Down Var (SDN),2019-04-04,11.9177
SDN,Down Var (SDN),2019-04-05,11.4897
SDN,Down Var (SDN),2019-04-08,11.597
SDN,Down Var (SDN),2019-04-09,11.4392
SDN,Down Var (SDN),2019-04-10,10.9996
SDN,Down Var (SDN),2019-04-11,11.2544
SDN,Down Var (SDN),2019-04-12,11.015
SDN,Down Var (SDN),2019-04-15,10.8955
SDN,Down Var (SDN),2019-04-16,11.7242
SDN,Down Var (SDN),2019-04-17,11.9748
SDN,Down Var (SDN),2019-04-18,12.3022
SDN,Down Var (SDN),2019-04-22,12.9221
SDN,Down Var (SDN),2019-04-23,13.4738
SDN,Down Var (SDN),2019-04-24,14.16
SDN,Down Var (SDN),2019-04-25,13.8487
SDN,Down Var (SDN),2019-04-26,13.8736
SDN,Down Var (SDN),2019-04-29,14.1414
SDN,Down Var (SDN),2019-04-30,15.1836
SDN,Down Var (SDN),2019-05-01,15.2331
SDN,Down Var (SDN),2019-05-02,15.9302
SDN,Down Var (SDN),2019-05-03,16.4632
SDN,Down Var (SDN),2019-05-06,19.5137
SDN,Down Var (SDN),2019-05-07,19.7315
SDN,Down Var (SDN),2019-05-08,20.3252
SDN,Down Var (SDN),2019-05-09,23.1351
SDN,Down Var (SDN),2019-05-10,21.2217
SDN,Down Var (SDN),2019-05-13,20.8666
SDN,Down Var (SDN),2019-05-14,20.0398
SDN,Down Var (SDN),2019-05-15,19.9094
SDN,Down Var (SDN),2019-05-16,21.0318
SDN,Down Var (SDN),2019-05-17,21.5346
SDN,Down Var (SDN),2019-05-20,22.6503
SDN,Down Var (SDN),2019-05-21,24.7563
SDN,Down Var (SDN),2019-05-22,23.5023
SDN,Down Var (SDN),2019-05-23,23.2731
SDN,Down Var (SDN),2019-05-24,21.1827
SDN,Down Var (SDN),2019-05-28,22.6491
SDN,Down Var (SDN),2019-05-29,23.8769
SDN,Down Var (SDN),2019-05-30,24.7861
SDN,Down Var (SDN),2019-05-31,23.839
SDN,Down Var (SDN),2019-06-03,23.6667
SDN,Down Var (SDN),2019-06-04,20.9509
SDN,Down Var (SDN),2019-06-05,20.6518
SDN,Down Var (SDN),2019-06-06,20.053
SDN,Down Var (SDN),2019-06-07,20.4755
SDN,Down Var (SDN),2019-06-10,22.565
SDN,Down Var (SDN),2019-06-11,22.1635
SDN,Down Var (SDN),2019-06-12,22.7719
SDN,Down Var (SDN),2019-06-13,23.4077
SDN,Down Var (SDN),2019-06-14,23.6607
SDN,Down Var (SDN),2019-06-17,24.5185
SDN,Down Var (SDN),2019-06-18,23.0642
SDN,Down Var (SDN),2019-06-19,21.0961
SDN,Down Var (SDN),2019-06-20,21.6374
SDN,Down Var (SDN),2019-06-21,19.9395
SDN,Down Var (SDN),2019-06-24,19.6486
SDN,Down Var (SDN),2019-06-25,18.8228
SDN,Down Var (SDN),2019-06-26,18.482
SDN,Down Var (SDN),2019-06-27,18.3267
SDN,Down Var (SDN),2019-06-28,17.3071
SDN,Down Var (SDN),2019-07-01,15.8155
SDN,Down Var (SDN),2019-07-02,14.9158
SDN,Down Var (SDN),2019-07-03,15.7818
SDN,Down Var (SDN),2019-07-05,15.641
SDN,Down Var (SDN),2019-07-08,16.2652
SDN,Down Var (SDN),2019-07-09,16.3754
SDN,Down Var (SDN),2019-07-10,17.2683
SDN,Down Var (SDN),2019-07-11,17.0766
SDN,Down Var (SDN),2019-07-12,18.9949
SDN,Down Var (SDN),2019-07-15,17.364
SDN,Down Var (SDN),2019-07-16,16.2597
SDN,Down Var (SDN),2019-07-17,15.9567
SDN,Down Var (SDN),2019-07-18,16.029
SDN,Down Var (SDN),2019-07-19,17.5698
SDN,Down Var (SDN),2019-07-22,16.716
SDN,Down Var (SDN),2019-07-23,17.0352
SDN,Down Var (SDN),2019-07-24,17.2467
SDN,Down Var (SDN),2019-07-25,16.5859
SDN,Down Var (SDN),2019-07-26,16.2125
SDN,Down Var (SDN),2019-07-29,16.0837
SDN,Down Var (SDN),2019-07-30,15.9333
SDN,Down Var (SDN),2019-07-31,17.5215
SDN,Down Var (SDN),2019-08-01,18.8447
SDN,Down Var (SDN),2019-08-02,18.1423
SDN,Down Var (SDN),2019-08-05,19.5918
SDN,Down Var (SDN),2019-08-06,18.6878
SDN,Down Var (SDN),2019-08-07,19.1579
SDN,Down Var (SDN),2019-08-08,19.2931
SDN,Down Var (SDN),2019-08-09,20.0063
SDN,Down Var (SDN),2019-08-12,17.2242
SDN,Down Var (SDN),2019-08-13,16.0333
SDN,Down Var (SDN),2019-08-14,16.8511
SDN,Down Var (SDN),2019-08-15,17.422
SDN,Down Var (SDN),2019-08-16,16.8586
SDN,Down Var (SDN),2019-08-19,16.6983
SDN,Down Var (SDN),2019-08-20,16.2431
SDN,Down Var (SDN),2019-08-21,16.3317
SDN,Down Var (SDN),2019-08-22,16.3453
SDN,Down Var (SDN),2019-08-23,15.7405
SDN,Down Var (SDN),2019-08-26,16.8065
SDN,Down Var (SDN),2019-08-27,15.77
SDN,Down Var (SDN),2019-08-28,15.3768
SDN,Down Var (SDN),2019-08-29,14.918
SDN,Down Var (SDN),2019-08-30,16.4218
SDN,Down Var (SDN),2019-09-03,16.4082
SDN,Down Var (SDN),2019-09-04,16.4902
SDN,Down Var (SDN),2019-09-05,16.3536
SDN,Down Var (SDN),2019-09-06,15.9536
SDN,Down Var (SDN),2019-09-09,15.6671
SDN,Down Var (SDN),2019-09-10,16.8957
SDN,Down Var (SDN),2019-09-11,17.0475
SDN,Down Var (SDN),2019-09-12,17.1217
SDN,Down Var (SDN),2019-09-13,17.208
